instrument,entry_time,exit_time,direction,entry_price,exit_price,sl_price,units,risk_gbp,pnl,exit_reason,equity_after
DE30_EUR,2026-01-07 04:00:00+00:00,2026-01-07 13:00:00+00:00,LONG,25002.0,25118.0,25018.3663,2,200.0,198.2906,EXIT_MODEL,113537.374
NAS100_USD,2026-01-07 09:00:00+00:00,2026-01-07 16:00:00+00:00,LONG,25602.0,25820.5,25701.40897,2,200.0,341.4062,EXIT_MODEL,113878.7802
SPX500_USD,2026-01-07 16:00:00+00:00,2026-01-07 20:00:00+00:00,SHORT,6968.6,6929.6,6955.294,5,200.0,152.3438,EOD,114031.124
AUD_USD,2026-01-08 00:00:00+00:00,2026-01-08 14:00:00+00:00,SHORT,0.672,0.66904,0.6706,142857,200.0,330.3568,EXIT_MODEL,114361.4808
GBP_USD,2026-01-08 03:00:00+00:00,2026-01-08 13:00:00+00:00,SHORT,1.34636,1.34234,1.34496,142857,200.0,448.6603,EXIT_MODEL,114810.1411
USD_CHF,2026-01-08 03:00:00+00:00,2026-01-08 18:00:00+00:00,LONG,0.79726,0.79987,0.79776,408197,200.0,1040.5931,EXIT_MODEL,115850.7342
DE30_EUR,2026-01-08 04:00:00+00:00,2026-01-08 06:00:00+00:00,LONG,25125.6,25062.51012,25062.51012,2,200.0,-107.8459,SL,115742.8883
EUR_USD,2026-01-08 04:00:00+00:00,2026-01-08 17:00:00+00:00,SHORT,1.16804,1.16508,1.16729,266667,200.0,616.6674,EXIT_MODEL,116359.5557
USD_JPY,2026-01-08 07:00:00+00:00,2026-01-08 13:00:00+00:00,LONG,156.47,156.67536,156.67536,195054,200.0,199.7377,TRAIL_SL,116559.2934
NAS100_USD,2026-01-08 09:00:00+00:00,2026-01-08 14:00:00+00:00,SHORT,25620.0,25610.93059,25610.93059,2,200.0,14.171,TRAIL_SL,116573.4644
SPX500_USD,2026-01-08 11:00:00+00:00,2026-01-08 20:00:00+00:00,LONG,6915.6,6928.3,6901.32008,5,200.0,49.6094,EOD,116623.0738
DE30_EUR,2026-01-09 03:00:00+00:00,2026-01-09 13:00:00+00:00,LONG,25180.8,25313.2,25203.77217,2,200.0,226.3248,EXIT_MODEL,116849.3986
AUD_USD,2026-01-09 04:00:00+00:00,2026-01-09 12:00:00+00:00,SHORT,0.6697,0.66758,0.66901,289855,200.0,480.0723,EXIT_MODEL,117329.4709
USD_CHF,2026-01-09 07:00:00+00:00,2026-01-09 13:00:00+00:00,LONG,0.79962,0.79867,0.79867,215477,200.0,-200.0,SL,117129.4709
SPX500_USD,2026-01-09 07:00:00+00:00,2026-01-09 16:00:00+00:00,LONG,6928.2,6971.6,6943.50406,5,200.0,169.5313,EXIT_MODEL,117299.0022
EUR_USD,2026-01-09 07:00:00+00:00,2026-01-09 20:00:00+00:00,SHORT,1.16508,1.16347,1.16624,172414,200.0,216.8645,FRIDAY_CLOSE,117515.8667
NAS100_USD,2026-01-09 10:00:00+00:00,2026-01-09 14:00:00+00:00,LONG,25581.6,25506.96662,25506.96662,2,200.0,-116.6147,SL,117399.252
GBP_USD,2026-01-09 10:00:00+00:00,2026-01-09 20:00:00+00:00,LONG,1.34084,1.34069,1.3391,114943,200.0,-13.4699,FRIDAY_CLOSE,117385.7821
AUD_USD,2026-01-11 22:00:00+00:00,2026-01-12 00:00:00+00:00,SHORT,0.66874,0.67009,0.67009,148148,200.0,-156.2498,SL,117229.5323
USD_JPY,2026-01-11 22:00:00+00:00,2026-01-12 00:00:00+00:00,SHORT,158.064,157.9472,157.9472,346442,200.0,200.1481,TRAIL_SL,117429.6804
GBP_USD,2026-01-11 22:00:00+00:00,2026-01-12 00:00:00+00:00,LONG,1.33944,1.33988,1.33988,454545,200.0,156.2498,TRAIL_SL,117585.9302
EUR_USD,2026-01-11 22:00:00+00:00,2026-01-12 00:00:00+00:00,LONG,1.16332,1.16356,1.16356,833333,200.0,156.2499,TRAIL_SL,117742.1801
USD_CHF,2026-01-11 22:00:00+00:00,2026-01-12 00:00:00+00:00,SHORT,0.8012,0.79995,0.79995,164086,200.0,200.3128,TRAIL_SL,117942.4929
USD_JPY,2026-01-12 00:00:00+00:00,2026-01-12 02:00:00+00:00,LONG,157.576,158.051,157.61085,1157517,200.0,2717.7767,EXIT_MODEL,120660.2696
AUD_USD,2026-01-12 02:00:00+00:00,2026-01-12 15:00:00+00:00,LONG,0.66952,0.67198,0.6701,344828,200.0,662.7163,EXIT_MODEL,121322.9859
DE30_EUR,2026-01-12 03:00:00+00:00,2026-01-12 12:00:00+00:00,LONG,25265.2,25446.2,25341.49287,2,200.0,309.4017,EXIT_MODEL,121632.3876
USD_CHF,2026-01-12 08:00:00+00:00,2026-01-13 08:00:00+00:00,LONG,0.79594,0.7976,0.79433,126559,200.0,205.7813,MAX_BARS,121838.1689
NAS100_USD,2026-01-12 10:00:00+00:00,2026-01-12 18:00:00+00:00,LONG,25562.1,25836.8,25654.57646,2,200.0,429.2188,EXIT_MODEL,122267.3877
SPX500_USD,2026-01-12 11:00:00+00:00,2026-01-12 14:00:00+00:00,LONG,6928.0,6935.49873,6935.49873,5,200.0,29.2919,TRAIL_SL,122296.6796
USD_JPY,2026-01-13 00:00:00+00:00,2026-01-13 02:00:00+00:00,LONG,158.162,158.672,158.32777,244251,200.0,613.3329,EXIT_MODEL,122910.0125
DE30_EUR,2026-01-13 07:00:00+00:00,2026-01-13 14:00:00+00:00,SHORT,25482.8,25535.67551,25535.67551,2,200.0,-90.3855,SL,122819.627
GBP_USD,2026-01-13 08:00:00+00:00,2026-01-13 13:00:00+00:00,SHORT,1.34766,1.3494,1.3494,114943,200.0,-156.2506,SL,122663.3764
EUR_USD,2026-01-13 08:00:00+00:00,2026-01-14 01:00:00+00:00,SHORT,1.16693,1.16382,1.16657,555556,200.0,1349.8275,EXIT_MODEL,124013.2039
USD_CHF,2026-01-13 08:00:00+00:00,2026-01-13 16:00:00+00:00,LONG,0.7976,0.80052,0.79807,434437,200.0,1238.0195,EXIT_MODEL,125251.2234
AUD_USD,2026-01-13 09:00:00+00:00,2026-01-13 13:00:00+00:00,SHORT,0.67061,0.67159,0.67159,204082,200.0,-156.2503,SL,125094.9731
NAS100_USD,2026-01-13 10:00:00+00:00,2026-01-13 15:00:00+00:00,LONG,25739.2,25673.17568,25673.17568,2,200.0,-103.163,SL,124991.8101
SPX500_USD,2026-01-13 13:00:00+00:00,2026-01-13 18:00:00+00:00,SHORT,6988.8,6960.5,6987.76836,5,200.0,110.5469,EXIT_MODEL,125102.357
GBP_USD,2026-01-14 01:00:00+00:00,2026-01-14 09:00:00+00:00,LONG,1.34227,1.3457,1.34266,512821,200.0,1374.2,EXIT_MODEL,126476.557
USD_JPY,2026-01-14 01:00:00+00:00,2026-01-14 09:00:00+00:00,SHORT,159.339,158.762,159.09921,170110,200.0,483.0022,EXIT_MODEL,126959.5592
AUD_USD,2026-01-14 03:00:00+00:00,2026-01-14 13:00:00+00:00,SHORT,0.66992,0.66793,0.6696,625000,200.0,971.6797,EXIT_MODEL,127931.2389
DE30_EUR,2026-01-14 04:00:00+00:00,2026-01-14 11:00:00+00:00,SHORT,25456.8,25349.7,25441.40442,2,200.0,183.0769,EXIT_MODEL,128114.3158
USD_CHF,2026-01-14 08:00:00+00:00,2026-01-14 15:00:00+00:00,SHORT,0.80214,0.79872,0.80114,205348,200.0,686.9293,EXIT_MODEL,128801.2451
NAS100_USD,2026-01-14 09:00:00+00:00,2026-01-14 14:00:00+00:00,SHORT,25714.2,25603.2752,25603.2752,2,200.0,173.32,TRAIL_SL,128974.5651
SPX500_USD,2026-01-14 12:00:00+00:00,2026-01-14 15:00:00+00:00,SHORT,6945.8,6935.68833,6935.68833,5,200.0,39.4987,TRAIL_SL,129014.0638
EUR_USD,2026-01-14 12:00:00+00:00,2026-01-15 12:00:00+00:00,SHORT,1.16598,1.16228,1.16502,208333,200.0,602.2126,MAX_BARS,129616.2764
AUD_USD,2026-01-15 03:00:00+00:00,2026-01-15 13:00:00+00:00,LONG,0.66724,0.66826,0.66826,196078,200.0,156.2497,TRAIL_SL,129772.5261
DE30_EUR,2026-01-15 04:00:00+00:00,2026-01-15 15:00:00+00:00,SHORT,25378.2,25390.7,25442.92967,2,200.0,-21.3675,EOD,129751.1586
USD_JPY,2026-01-15 05:00:00+00:00,2026-01-16 02:00:00+00:00,LONG,158.434,158.11958,158.11958,128997,200.0,-200.0,SL,129551.1586
GBP_USD,2026-01-15 05:00:00+00:00,2026-01-15 07:00:00+00:00,SHORT,1.34274,1.34431,1.34431,127389,200.0,-156.2506,SL,129394.908
USD_CHF,2026-01-15 09:00:00+00:00,2026-01-15 14:00:00+00:00,LONG,0.80052,0.80365,0.80132,256166,200.0,779.4512,EXIT_MODEL,130174.3592
NAS100_USD,2026-01-15 13:00:00+00:00,2026-01-15 20:00:00+00:00,SHORT,25761.0,25585.3,25864.72808,2,200.0,274.5313,EOD,130448.8905
SPX500_USD,2026-01-15 16:00:00+00:00,2026-01-15 20:00:00+00:00,SHORT,6984.0,6955.3,7002.70072,5,200.0,112.1094,EOD,130560.9999
USD_CHF,2026-01-16 00:00:00+00:00,2026-01-16 20:00:00+00:00,SHORT,0.80378,0.8031,0.80497,172914,200.0,114.3825,FRIDAY_CLOSE,130675.3824
AUD_USD,2026-01-16 03:00:00+00:00,2026-01-16 15:00:00+00:00,SHORT,0.67042,0.66941,0.66941,198020,200.0,156.2502,TRAIL_SL,130831.6326
GBP_USD,2026-01-16 06:00:00+00:00,2026-01-16 11:00:00+00:00,LONG,1.33805,1.34078,1.33814,2222222,200.0,4739.5829,EXIT_MODEL,135571.2155
DE30_EUR,2026-01-16 07:00:00+00:00,2026-01-16 14:00:00+00:00,SHORT,25345.0,25250.5,25339.62911,2,200.0,161.5385,EXIT_MODEL,135732.754
NAS100_USD,2026-01-16 10:00:00+00:00,2026-01-16 15:00:00+00:00,SHORT,25722.8,25548.8,25702.3173,2,200.0,271.875,EXIT_MODEL,136004.629
SPX500_USD,2026-01-16 10:00:00+00:00,2026-01-16 20:00:00+00:00,SHORT,6972.0,6947.5,6985.02535,5,200.0,95.7031,EOD,136100.3321
EUR_USD,2026-01-16 11:00:00+00:00,2026-01-16 15:00:00+00:00,SHORT,1.16193,1.1617,1.1617,869565,200.0,156.25,TRAIL_SL,136256.5821
USD_JPY,2026-01-16 14:00:00+00:00,2026-01-16 20:00:00+00:00,LONG,157.912,158.08,157.62055,138705,200.0,115.1634,FRIDAY_CLOSE,136371.7455
AUD_USD,2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,LONG,0.66716,0.66731,0.66731,1333333,200.0,156.25,TRAIL_SL,136527.9955
USD_JPY,2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,LONG,157.874,157.59767,157.59767,146259,200.0,-200.0,SL,136327.9955
EUR_USD,2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,LONG,1.15844,1.15935,1.15935,219780,200.0,156.2498,TRAIL_SL,136484.2453
GBP_USD,2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,LONG,1.33556,1.33667,1.33667,180180,200.0,156.2498,TRAIL_SL,136640.4951
USD_JPY,2026-01-19 00:00:00+00:00,2026-01-19 07:00:00+00:00,LONG,157.475,158.08,157.64968,230785,200.0,690.0428,EXIT_MODEL,137330.5379
DE30_EUR,2026-01-19 06:00:00+00:00,2026-01-19 15:00:00+00:00,LONG,24977.6,24974.0,24872.38373,2,200.0,-6.1538,EOD,137324.3841
NAS100_USD,2026-01-19 08:00:00+00:00,2026-01-19 23:00:00+00:00,SHORT,25262.8,25258.6,25362.38739,2,200.0,6.5625,EOD,137330.9466
USD_CHF,2026-01-19 14:00:00+00:00,2026-01-20 07:00:00+00:00,LONG,0.79682,0.79518,0.79518,124382,200.0,-200.0,SL,137130.9466
AUD_USD,2026-01-20 00:00:00+00:00,2026-01-20 04:00:00+00:00,LONG,0.67099,0.67378,0.67256,127389,200.0,277.6682,EXIT_MODEL,137408.6148
DE30_EUR,2026-01-20 01:00:00+00:00,2026-01-20 08:00:00+00:00,SHORT,24956.6,24846.24807,24846.24807,2,200.0,188.6358,TRAIL_SL,137597.2506
USD_JPY,2026-01-20 06:00:00+00:00,2026-01-20 08:00:00+00:00,SHORT,158.418,158.18577,158.18577,174633,200.0,200.2937,TRAIL_SL,137797.5443
GBP_USD,2026-01-20 06:00:00+00:00,2026-01-20 07:00:00+00:00,LONG,1.34352,1.34475,1.34475,162602,200.0,156.2504,TRAIL_SL,137953.7947
SPX500_USD,2026-01-20 11:00:00+00:00,2026-01-20 15:00:00+00:00,SHORT,6843.2,6864.81288,6864.81288,5,200.0,-84.4253,SL,137869.3694
NAS100_USD,2026-01-20 15:00:00+00:00,2026-01-20 20:00:00+00:00,SHORT,25243.2,25025.4,25376.02818,2,200.0,340.3125,EOD,138209.6819
GBP_USD,2026-01-21 01:00:00+00:00,2026-01-21 10:00:00+00:00,SHORT,1.34522,1.34074,1.34469,377358,200.0,1320.753,EXIT_MODEL,139530.4349
USD_CHF,2026-01-21 01:00:00+00:00,2026-01-21 19:00:00+00:00,LONG,0.78943,0.79564,0.792,78636,200.0,479.4976,EXIT_MODEL,140009.9325
USD_JPY,2026-01-21 02:00:00+00:00,2026-01-21 23:00:00+00:00,LONG,157.917,158.462,158.04976,304510,200.0,818.2066,EXIT_MODEL,140828.1391
AUD_USD,2026-01-21 02:00:00+00:00,2026-01-21 12:00:00+00:00,LONG,0.67358,0.67518,0.67518,125000,200.0,156.25,TRAIL_SL,140984.3891
NAS100_USD,2026-01-21 10:00:00+00:00,2026-01-21 11:00:00+00:00,LONG,25037.4,24933.68223,24933.68223,2,200.0,-162.059,SL,140822.3301
SPX500_USD,2026-01-21 11:00:00+00:00,2026-01-21 14:00:00+00:00,LONG,6794.0,6810.92743,6810.92743,5,200.0,66.1228,TRAIL_SL,140888.4529
EUR_USD,2026-01-21 12:00:00+00:00,2026-01-21 23:00:00+00:00,SHORT,1.17349,1.1673,1.17124,88889,200.0,429.8616,EXIT_MODEL,141318.3145
USD_JPY,2026-01-22 00:00:00+00:00,2026-01-22 06:00:00+00:00,LONG,158.242,158.778,158.37218,311184,200.0,820.6949,EXIT_MODEL,142139.0094
USD_CHF,2026-01-22 05:00:00+00:00,2026-01-22 20:00:00+00:00,SHORT,0.79468,0.78962,0.79328,145313,200.0,727.4897,EXIT_MODEL,142866.4991
GBP_USD,2026-01-22 06:00:00+00:00,2026-01-22 11:00:00+00:00,LONG,1.34258,1.34046,1.34046,94340,200.0,-156.2506,SL,142710.2485
EUR_USD,2026-01-22 08:00:00+00:00,2026-01-22 16:00:00+00:00,LONG,1.1689,1.17388,1.17029,143885,200.0,559.8026,EXIT_MODEL,143270.0511
NAS100_USD,2026-01-22 09:00:00+00:00,2026-01-22 20:00:00+00:00,SHORT,25585.2,25549.2,25722.0199,2,200.0,56.25,EOD,143326.3011
DE30_EUR,2026-01-22 09:00:00+00:00,2026-01-22 15:00:00+00:00,SHORT,24950.0,24876.0,25078.08641,2,200.0,126.4957,EOD,143452.7968
SPX500_USD,2026-01-22 13:00:00+00:00,2026-01-22 20:00:00+00:00,SHORT,6933.0,6921.4,6957.06763,5,200.0,45.3125,EOD,143498.1093
AUD_USD,2026-01-23 02:00:00+00:00,2026-01-23 14:00:00+00:00,LONG,0.68409,0.68488,0.68488,253165,200.0,156.2503,TRAIL_SL,143654.3596
USD_JPY,2026-01-23 06:00:00+00:00,2026-01-23 07:00:00+00:00,SHORT,158.872,158.76295,158.76295,372959,200.0,200.1371,TRAIL_SL,143854.4967
GBP_USD,2026-01-23 06:00:00+00:00,2026-01-23 15:00:00+00:00,LONG,1.34838,1.35644,1.35287,44543,200.0,280.4817,EXIT_MODEL,144134.9784
DE30_EUR,2026-01-23 07:00:00+00:00,2026-01-23 15:00:00+00:00,LONG,24860.6,24938.0,24777.06179,2,200.0,132.3077,EOD,144267.2861
USD_CHF,2026-01-23 07:00:00+00:00,2026-01-23 17:00:00+00:00,SHORT,0.79049,0.7858,0.78851,102205,200.0,476.5659,EXIT_MODEL,144743.852
EUR_USD,2026-01-23 09:00:00+00:00,2026-01-23 17:00:00+00:00,LONG,1.17354,1.17944,1.1764,69930,200.0,322.3336,EXIT_MODEL,145066.1856
NAS100_USD,2026-01-23 09:00:00+00:00,2026-01-23 15:00:00+00:00,LONG,25446.6,25714.2,25518.54174,2,200.0,418.125,EXIT_MODEL,145484.3106
SPX500_USD,2026-01-23 13:00:00+00:00,2026-01-23 20:00:00+00:00,LONG,6902.4,6921.0,6883.2949,5,200.0,72.6563,EOD,145556.9669
USD_JPY,2026-01-25 22:00:00+00:00,2026-01-26 00:00:00+00:00,SHORT,154.599,155.31929,155.31929,54946,200.0,-199.071,SL,145357.8959
USD_JPY,2026-01-26 00:00:00+00:00,2026-01-26 09:00:00+00:00,SHORT,154.844,153.67,154.6987,272815,200.0,1628.3107,EXIT_MODEL,146986.2066
DE30_EUR,2026-01-26 02:00:00+00:00,2026-01-26 13:00:00+00:00,LONG,24769.6,24949.0,24792.43518,2,200.0,306.6667,EXIT_MODEL,147292.8733
AUD_USD,2026-01-26 03:00:00+00:00,2026-01-26 14:00:00+00:00,LONG,0.69127,0.69396,0.69142,1333333,200.0,2802.0826,EXIT_MODEL,150094.9559
GBP_USD,2026-01-26 06:00:00+00:00,2026-01-26 15:00:00+00:00,LONG,1.36562,1.37078,1.36601,512821,200.0,2067.3097,EXIT_MODEL,152162.2656
USD_CHF,2026-01-26 06:00:00+00:00,2026-01-27 06:00:00+00:00,SHORT,0.77792,0.77755,0.7805,77189,200.0,28.6958,MAX_BARS,152190.9614
EUR_USD,2026-01-26 07:00:00+00:00,2026-01-26 15:00:00+00:00,LONG,1.18388,1.18954,1.18402,1428571,200.0,6316.9624,EXIT_MODEL,158507.9238
SPX500_USD,2026-01-26 09:00:00+00:00,2026-01-26 15:00:00+00:00,LONG,6903.8,6959.0,6915.92285,5,200.0,215.625,EXIT_MODEL,158723.5488
NAS100_USD,2026-01-26 10:00:00+00:00,2026-01-26 16:00:00+00:00,LONG,25540.8,25795.8,25570.46394,2,200.0,398.4375,EXIT_MODEL,159121.9863
AUD_USD,2026-01-27 00:00:00+00:00,2026-01-27 14:00:00+00:00,LONG,0.69082,0.696,0.69395,63898,200.0,258.5872,EXIT_MODEL,159380.5735
GBP_USD,2026-01-27 04:00:00+00:00,2026-01-27 14:00:00+00:00,LONG,1.36748,1.37707,1.37306,35842,200.0,268.535,EXIT_MODEL,159649.1085
DE30_EUR,2026-01-27 04:00:00+00:00,2026-01-27 15:00:00+00:00,SHORT,25024.0,24937.0,25089.54463,2,200.0,148.7179,EOD,159797.8264
USD_CHF,2026-01-27 06:00:00+00:00,2026-01-27 12:00:00+00:00,SHORT,0.77755,0.77098,0.77498,77452,200.0,515.638,EXIT_MODEL,160313.4644
USD_JPY,2026-01-27 07:00:00+00:00,2026-01-27 09:00:00+00:00,SHORT,154.734,154.37671,154.37671,110868,200.0,200.4635,TRAIL_SL,160513.9279
EUR_USD,2026-01-27 08:00:00+00:00,2026-01-27 12:00:00+00:00,LONG,1.18608,1.19281,1.18843,85106,200.0,447.4714,EXIT_MODEL,160961.3993
NAS100_USD,2026-01-27 11:00:00+00:00,2026-01-27 16:00:00+00:00,SHORT,25928.4,26000.51837,26000.51837,2,200.0,-112.685,SL,160848.7143
SPX500_USD,2026-01-27 12:00:00+00:00,2026-01-27 20:00:00+00:00,LONG,6974.6,6987.0,6961.72028,5,200.0,48.4375,EOD,160897.1518
AUD_USD,2026-01-28 01:00:00+00:00,2026-01-28 21:00:00+00:00,LONG,0.69862,0.7041,0.70117,78431,200.0,335.7827,EXIT_MODEL,161232.9345
DE30_EUR,2026-01-28 04:00:00+00:00,2026-01-28 12:00:00+00:00,SHORT,24924.6,24846.04038,24846.04038,2,200.0,134.2899,TRAIL_SL,161367.2244
USD_JPY,2026-01-28 06:00:00+00:00,2026-01-28 15:00:00+00:00,LONG,152.65,152.78219,152.78219,295623,200.0,199.827,TRAIL_SL,161567.0514
EUR_USD,2026-01-28 09:00:00+00:00,2026-01-29 09:00:00+00:00,SHORT,1.19869,1.19558,1.20225,56180,200.0,136.4998,MAX_BARS,161703.5512
SPX500_USD,2026-01-28 10:00:00+00:00,2026-01-28 16:00:00+00:00,SHORT,7013.2,6977.5,7001.46512,5,200.0,139.4531,EXIT_MODEL,161843.0043
NAS100_USD,2026-01-28 10:00:00+00:00,2026-01-28 16:00:00+00:00,SHORT,26214.4,26016.2,26157.74584,2,200.0,309.6875,EXIT_MODEL,162152.6918
GBP_USD,2026-01-28 11:00:00+00:00,2026-01-29 04:00:00+00:00,LONG,1.37698,1.38392,1.37809,180180,200.0,976.9134,EXIT_MODEL,163129.6052
DE30_EUR,2026-01-29 04:00:00+00:00,2026-01-29 08:00:00+00:00,SHORT,24896.2,24785.84397,24785.84397,2,200.0,188.6428,TRAIL_SL,163318.248
AUD_USD,2026-01-29 04:00:00+00:00,2026-01-29 13:00:00+00:00,SHORT,0.70904,0.70693,0.70693,94787,200.0,156.2504,TRAIL_SL,163474.4984
USD_CHF,2026-01-29 04:00:00+00:00,2026-01-30 04:00:00+00:00,LONG,0.76521,0.7684,0.76229,67087,200.0,217.5864,MAX_BARS,163692.0848
GBP_USD,2026-01-29 04:00:00+00:00,2026-01-29 15:00:00+00:00,SHORT,1.38392,1.38229,1.38229,122699,200.0,156.2495,TRAIL_SL,163848.3343
USD_JPY,2026-01-29 07:00:00+00:00,2026-01-30 02:00:00+00:00,SHORT,153.311,153.80783,153.80783,78996,200.0,-199.3538,SL,163648.9805
NAS100_USD,2026-01-29 11:00:00+00:00,2026-01-29 14:00:00+00:00,SHORT,26098.6,25949.74519,25949.74519,2,200.0,232.5856,TRAIL_SL,163881.5661
SPX500_USD,2026-01-29 11:00:00+00:00,2026-01-29 14:00:00+00:00,SHORT,6997.4,6980.45157,6980.45157,5,200.0,66.2048,TRAIL_SL,163947.7709
EUR_USD,2026-01-29 12:00:00+00:00,2026-01-30 12:00:00+00:00,SHORT,1.19613,1.19194,1.1993,63091,200.0,206.5244,MAX_BARS,164154.2953
DE30_EUR,2026-01-30 05:00:00+00:00,2026-01-30 08:00:00+00:00,LONG,24448.6,24334.66846,24334.66846,2,200.0,-194.7548,SL,163959.5405
GBP_USD,2026-01-30 07:00:00+00:00,2026-01-30 20:00:00+00:00,SHORT,1.37695,1.36832,1.37438,77821,200.0,524.6838,FRIDAY_CLOSE,164484.2243
USD_CHF,2026-01-30 07:00:00+00:00,2026-01-30 20:00:00+00:00,LONG,0.76744,0.77304,0.76805,322073,200.0,1822.7639,FRIDAY_CLOSE,166306.9882
USD_JPY,2026-01-30 07:00:00+00:00,2026-01-30 14:00:00+00:00,LONG,153.809,154.466,153.88081,548323,200.0,1822.0444,EXIT_MODEL,168129.0326
AUD_USD,2026-01-30 08:00:00+00:00,2026-01-30 20:00:00+00:00,SHORT,0.70046,0.69632,0.70364,62893,200.0,203.4195,FRIDAY_CLOSE,168332.4521
NAS100_USD,2026-01-30 11:00:00+00:00,2026-01-30 20:00:00+00:00,SHORT,25772.6,25575.8,25932.16138,2,200.0,307.5,EOD,168639.9521
AUD_USD,2026-02-01 22:00:00+00:00,2026-02-02 22:00:00+00:00,LONG,0.69408,0.69488,0.69061,57637,200.0,36.0231,MAX_BARS,168675.9752
EUR_USD,2026-02-01 22:00:00+00:00,2026-02-02 13:00:00+00:00,LONG,1.18505,1.18188,1.18188,63091,200.0,-156.2488,SL,168519.7264
USD_CHF,2026-02-01 22:00:00+00:00,2026-02-02 10:00:00+00:00,SHORT,0.77367,0.77608,0.77608,82182,200.0,-199.378,SL,168320.3484
GBP_USD,2026-02-01 22:00:00+00:00,2026-02-02 22:00:00+00:00,SHORT,1.36862,1.36656,1.37234,53763,200.0,86.5248,MAX_BARS,168406.8732
USD_JPY,2026-02-02 03:00:00+00:00,2026-02-02 15:00:00+00:00,LONG,154.978,155.668,155.01481,1077815,200.0,3732.3641,EXIT_MODEL,172139.2373
