instrument,entry_time,exit_time,direction,entry_price,exit_price,sl_price,units,risk_gbp,pnl,exit_reason,equity_after
USD_JPY,2026-02-15 22:00:00+00:00,2026-02-16 09:00:00+00:00,LONG,152.676,153.572,153.06831,74721,150.0,340.5875,EXIT_MODEL,174552.1384
AUD_USD,2026-02-15 22:00:00+00:00,2026-02-16 22:00:00+00:00,LONG,0.70666,0.70728,0.70428,63025,150.0,30.5277,MAX_BARS,174582.6661
USD_CHF,2026-02-15 22:00:00+00:00,2026-02-16 22:00:00+00:00,LONG,0.76748,0.76949,0.76589,92677,150.0,189.1277,MAX_BARS,174771.7938
GBP_USD,2026-02-15 22:00:00+00:00,2026-02-16 22:00:00+00:00,LONG,1.36458,1.3631,1.36198,57692,150.0,-66.7064,MAX_BARS,174705.0874
DE30_EUR,2026-02-16 04:00:00+00:00,2026-02-16 15:00:00+00:00,SHORT,24955.0,24827.0,25048.3812,2,150.0,218.8034,EOD,174923.8908
NAS100_USD,2026-02-16 08:00:00+00:00,2026-02-16 23:00:00+00:00,SHORT,24833.4,24757.8,24952.70737,2,150.0,118.125,EOD,175042.0158
USD_JPY,2026-02-16 09:00:00+00:00,2026-02-17 04:00:00+00:00,SHORT,153.572,153.088,153.55202,1475767,150.0,3645.1217,EXIT_MODEL,178687.1375
DE30_EUR,2026-02-17 03:00:00+00:00,2026-02-17 13:00:00+00:00,LONG,24740.6,24745.32677,24745.32677,2,150.0,8.0799,TRAIL_SL,178695.2174
USD_CHF,2026-02-17 04:00:00+00:00,2026-02-17 14:00:00+00:00,LONG,0.76936,0.77195,0.77016,184646,150.0,483.9946,EXIT_MODEL,179179.212
GBP_USD,2026-02-17 05:00:00+00:00,2026-02-17 07:00:00+00:00,SHORT,1.36074,1.35861,1.35861,70423,150.0,117.1883,TRAIL_SL,179296.4003
USD_JPY,2026-02-17 05:00:00+00:00,2026-02-17 15:00:00+00:00,LONG,152.956,153.799,153.41642,63784,150.0,273.134,EXIT_MODEL,179569.5343
AUD_USD,2026-02-17 08:00:00+00:00,2026-02-17 14:00:00+00:00,SHORT,0.70674,0.70577,0.70577,154639,150.0,117.1874,TRAIL_SL,179686.7217
EUR_USD,2026-02-17 09:00:00+00:00,2026-02-17 15:00:00+00:00,SHORT,1.18466,1.18108,1.1834,119048,150.0,332.9624,EXIT_MODEL,180019.6841
SPX500_USD,2026-02-17 12:00:00+00:00,2026-02-17 15:00:00+00:00,LONG,6807.2,6783.2974,6783.2974,5,150.0,-93.3695,SL,179926.3146
NAS100_USD,2026-02-17 12:00:00+00:00,2026-02-17 15:00:00+00:00,LONG,24525.0,24406.6821,24406.6821,2,150.0,-150.0,SL,179776.3146
USD_CHF,2026-02-18 00:00:00+00:00,2026-02-18 20:00:00+00:00,LONG,0.7702,0.77308,0.77054,434936,150.0,1265.8535,EXIT_MODEL,181042.1681
USD_JPY,2026-02-18 00:00:00+00:00,2026-02-18 14:00:00+00:00,LONG,153.232,153.96636,153.96636,40063,150.0,149.2852,TRAIL_SL,181191.4533
DE30_EUR,2026-02-18 05:00:00+00:00,2026-02-18 10:00:00+00:00,LONG,25081.6,25255.6,25117.32345,2,150.0,297.4359,EXIT_MODEL,181488.8892
